Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
20,Bachelor's,Healthcare,0,Rural,10,Single,Part-time,2,Rent,Townhouse,Male,Public transit,165136,82568,18–29,6–10 yrs,Yes
56,Master's,Finance,2,Suburban,19,Married,Full-time,2,Own,Single-family home,Female,Public transit,72898,36449,50–59,16+ yrs,No
23,Doctorate,Finance,0,Urban,9,Single,Full-time,2,Rent,Apartment,Female,Car,65944,32972,18–29,6–10 yrs,Yes
25,Master's,Finance,1,Rural,47,Married,Part-time,4,Own,Single-family home,Female,Public transit,67278,16819.5,18–29,16+ yrs,Yes
44,Doctorate,Healthcare,0,Rural,9,Single,Full-time,3,Own,Apartment,Female,Public transit,66124,22041.33333,40–49,6–10 yrs,No
26,Bachelor's,Others,5,Suburban,36,Married,Full-time,4,Own,Apartment,Male,Public transit,2526190,631547.5,18–29,16+ yrs,Yes
54,High School,Healthcare,0,Urban,49,Divorced,Self-employed,5,Own,Apartment,Female,Biking,70444,14088.8,50–59,16+ yrs,Yes
50,Bachelor's,Healthcare,2,Urban,21,Married,Full-time,1,Rent,Townhouse,Female,Biking,6730067,6730067,50–59,16+ yrs,Yes
68,Master's,Technology,1,Urban,10,Single,Part-time,6,Rent,Apartment,Female,Car,75497,12582.83333,60–70,6–10 yrs,No
59,Bachelor's,Technology,2,Urban,34,Married,Self-employed,5,Own,Single-family home,Female,Car,265239,53047.8,50–59,16+ yrs,No
61,High School,Education,1,Urban,8,Married,Part-time,7,Rent,Single-family home,Male,Car,67380,9625.714286,60–70,6–10 yrs,No
41,Master's,Finance,5,Urban,14,Single,Full-time,1,Own,Townhouse,Female,Public transit,62367,62367,40–49,11–15 yrs,Yes
32,High School,Education,4,Urban,50,Single,Full-time,7,Rent,Apartment,Male,Walking,68888,9841.142857,30–39,16+ yrs,Yes
49,Bachelor's,Healthcare,3,Rural,18,Single,Part-time,5,Rent,Townhouse,Female,Biking,118467,23693.4,40–49,16+ yrs,No
49,High School,Healthcare,5,Urban,36,Married,Self-employed,1,Rent,Single-family home,Female,Walking,1845016,1845016,40–49,16+ yrs,Yes
41,Bachelor's,Others,5,Urban,5,Married,Self-employed,6,Rent,Apartment,Female,Car,1836641,306106.8333,40–49,0–5 yrs,No
58,Bachelor's,Healthcare,3,Urban,35,Married,Part-time,3,Rent,Townhouse,Male,Public transit,1710378,570126,50–59,16+ yrs,No
69,High School,Healthcare,2,Urban,43,Married,Full-time,1,Own,Apartment,Male,Public transit,74072,74072,60–70,16+ yrs,Yes
66,Bachelor's,Technology,5,Suburban,4,Married,Full-time,4,Rent,Single-family home,Female,Public transit,66420,16605,60–70,0–5 yrs,Yes
66,Bachelor's,Education,1,Urban,2,Married,Part-time,5,Own,Single-family home,Female,Biking,192980,38596,60–70,0–5 yrs,No
69,Master's,Finance,0,Urban,9,Married,Full-time,2,Rent,Townhouse,Female,Car,66382,33191,60–70,6–10 yrs,No
29,Master's,Others,5,Urban,12,Single,Self-employed,7,Own,Townhouse,Male,Car,75288,10755.42857,18–29,11–15 yrs,No
56,Bachelor's,Finance,3,Urban,3,Single,Full-time,3,Own,Single-family home,Female,Car,71626,23875.33333,50–59,0–5 yrs,No
19,Master's,Education,5,Urban,39,Single,Full-time,6,Own,Apartment,Male,Car,65114,10852.33333,18–29,16+ yrs,Yes
20,Bachelor's,Technology,2,Urban,32,Married,Full-time,5,Own,Single-family home,Female,Biking,73568,14713.6,18–29,16+ yrs,Yes
66,Bachelor's,Technology,2,Urban,33,Married,Full-time,3,Own,Apartment,Male,Public transit,65804,21934.66667,60–70,16+ yrs,No
54,High School,Education,2,Urban,35,Single,Part-time,2,Rent,Single-family home,Female,Public transit,74500,37250,50–59,16+ yrs,No
66,Bachelor's,Healthcare,1,Suburban,32,Single,Full-time,2,Own,Apartment,Male,Biking,73370,36685,60–70,16+ yrs,No
34,Bachelor's,Technology,5,Urban,20,Married,Part-time,2,Rent,Townhouse,Female,Biking,707141,353570.5,30–39,16+ yrs,Yes
66,High School,Healthcare,2,Urban,38,Married,Part-time,2,Own,Single-family home,Female,Walking,73038,36519,60–70,16+ yrs,No
19,Bachelor's,Others,4,Urban,4,Single,Full-time,2,Own,Apartment,Female,Public transit,65250,32625,18–29,0–5 yrs,Yes
19,Master's,Finance,0,Urban,44,Single,Full-time,4,Own,Apartment,Male,Biking,317203,79300.75,18–29,16+ yrs,Yes
45,Bachelor's,Healthcare,2,Urban,12,Single,Self-employed,1,Own,Apartment,Male,Biking,67264,67264,40–49,11–15 yrs,Yes
40,High School,Healthcare,1,Urban,39,Married,Full-time,7,Own,Apartment,Female,Walking,69482,9926,40–49,16+ yrs,Yes
54,Bachelor's,Others,0,Urban,16,Single,Part-time,2,Own,Single-family home,Male,Car,73858,36929,50–59,16+ yrs,No
49,Bachelor's,Education,0,Urban,9,Married,Full-time,5,Own,Apartment,Male,Public transit,6454062,1290812.4,40–49,6–10 yrs,No
50,Bachelor's,Finance,3,Urban,9,Divorced,Part-time,5,Rent,Townhouse,Male,Public transit,750717,150143.4,50–59,6–10 yrs,No
18,Bachelor's,Education,2,Urban,1,Single,Part-time,2,Rent,Single-family home,Female,Car,72528,36264,18–29,0–5 yrs,No
36,Bachelor's,Others,2,Rural,37,Single,Full-time,3,Rent,Single-family home,Male,Car,401941,133980.3333,30–39,16+ yrs,Yes
19,Master's,Finance,5,Urban,20,Single,Self-employed,2,Rent,Apartment,Male,Car,71028,35514,18–29,16+ yrs,Yes
70,High School,Healthcare,1,Urban,0,Married,Full-time,6,Own,Single-family home,Male,Biking,71208,11868,60–70,0–5 yrs,No
61,Doctorate,Healthcare,4,Rural,29,Married,Full-time,7,Rent,Single-family home,Male,Car,71800,10257.14286,60–70,16+ yrs,No
43,Bachelor's,Technology,5,Urban,17,Single,Full-time,4,Rent,Single-family home,Female,Walking,472998,118249.5,40–49,16+ yrs,Yes
49,High School,Others,4,Urban,34,Single,Self-employed,6,Rent,Single-family home,Female,Walking,407919,67986.5,40–49,16+ yrs,No
23,Bachelor's,Healthcare,3,Urban,38,Married,Full-time,1,Rent,Single-family home,Male,Public transit,2551452,2551452,18–29,16+ yrs,Yes
49,High School,Technology,4,Urban,47,Married,Part-time,5,Own,Apartment,Female,Biking,68608,13721.6,40–49,16+ yrs,Yes
21,High School,Education,1,Urban,21,Single,Part-time,7,Rent,Apartment,Female,Public transit,72812,10401.71429,18–29,16+ yrs,Yes
28,Bachelor's,Others,3,Rural,2,Single,Full-time,7,Own,Single-family home,Male,Car,74746,10678,18–29,0–5 yrs,No
34,Master's,Finance,2,Urban,5,Married,Part-time,2,Own,Townhouse,Male,Biking,65036,32518,30–39,0–5 yrs,No
55,Master's,Education,4,Urban,35,Single,Part-time,1,Own,Single-family home,Female,Public transit,74706,74706,50–59,16+ yrs,Yes
41,Bachelor's,Healthcare,1,Urban,15,Single,Part-time,1,Rent,Townhouse,Male,Biking,833690,833690,40–49,11–15 yrs,No
22,High School,Healthcare,1,Urban,2,Married,Full-time,2,Own,Apartment,Female,Biking,101202,50601,18–29,0–5 yrs,No
69,Bachelor's,Technology,2,Urban,35,Single,Self-employed,7,Own,Apartment,Female,Walking,69012,9858.857143,60–70,16+ yrs,No
51,Bachelor's,Education,1,Urban,10,Married,Full-time,1,Own,Apartment,Female,Public transit,5254469,5254469,50–59,6–10 yrs,No
23,Master's,Education,3,Urban,16,Married,Part-time,5,Own,Single-family home,Female,Public transit,65128,13025.6,18–29,16+ yrs,Yes
39,Master's,Others,3,Urban,18,Single,Self-employed,2,Rent,Apartment,Male,Public transit,99893,49946.5,30–39,16+ yrs,Yes
28,Master's,Technology,5,Suburban,7,Married,Full-time,3,Own,Single-family home,Female,Public transit,68770,22923.33333,18–29,6–10 yrs,Yes
65,Bachelor's,Finance,0,Urban,13,Married,Full-time,2,Own,Single-family home,Male,Public transit,66868,33434,60–70,11–15 yrs,No
33,Bachelor's,Healthcare,2,Urban,25,Single,Full-time,5,Own,Single-family home,Female,Car,66600,13320,30–39,16+ yrs,Yes
50,High School,Healthcare,1,Urban,47,Single,Part-time,2,Own,Single-family home,Female,Walking,69910,34955,50–59,16+ yrs,Yes
26,Doctorate,Education,4,Urban,24,Married,Part-time,2,Own,Apartment,Male,Car,66516,33258,18–29,16+ yrs,Yes
23,High School,Technology,5,Urban,50,Married,Self-employed,7,Own,Apartment,Male,Public transit,70090,10012.85714,18–29,16+ yrs,Yes
33,High School,Technology,3,Suburban,47,Married,Full-time,2,Own,Apartment,Female,Car,73576,36788,30–39,16+ yrs,Yes
46,High School,Others,2,Urban,9,Single,Self-employed,4,Own,Townhouse,Male,Biking,64964,16241,40–49,6–10 yrs,No
20,Master's,Education,2,Urban,31,Divorced,Full-time,4,Rent,Single-family home,Female,Public transit,1063873,265968.25,18–29,16+ yrs,Yes
37,Bachelor's,Education,3,Rural,14,Married,Self-employed,5,Rent,Apartment,Female,Public transit,69164,13832.8,30–39,11–15 yrs,No
53,Bachelor's,Others,0,Urban,3,Married,Full-time,1,Rent,Single-family home,Female,Biking,70450,70450,50–59,0–5 yrs,No
36,Doctorate,Education,2,Suburban,27,Married,Full-time,7,Own,Apartment,Male,Car,74906,10700.85714,30–39,16+ yrs,Yes
43,Master's,Healthcare,1,Urban,3,Single,Full-time,2,Own,Single-family home,Female,Public transit,73946,36973,40–49,0–5 yrs,No
20,Bachelor's,Healthcare,4,Urban,12,Divorced,Full-time,7,Own,Townhouse,Female,Public transit,73820,10545.71429,18–29,11–15 yrs,Yes
36,High School,Finance,4,Rural,11,Single,Full-time,2,Own,Single-family home,Female,Public transit,1391677,695838.5,30–39,11–15 yrs,Yes
37,Master's,Finance,3,Suburban,14,Married,Full-time,7,Own,Single-family home,Female,Car,66282,9468.857143,30–39,11–15 yrs,No
49,Master's,Healthcare,2,Urban,28,Married,Full-time,6,Rent,Townhouse,Male,Public transit,75122,12520.33333,40–49,16+ yrs,No
24,Bachelor's,Education,4,Urban,22,Married,Part-time,4,Rent,Single-family home,Male,Public transit,68860,17215,18–29,16+ yrs,Yes
69,Bachelor's,Finance,2,Urban,12,Married,Full-time,3,Own,Single-family home,Male,Car,65288,21762.66667,60–70,11–15 yrs,No
58,High School,Others,3,Urban,37,Married,Full-time,6,Rent,Townhouse,Male,Public transit,974747,162457.8333,50–59,16+ yrs,No
50,Master's,Education,0,Rural,45,Divorced,Self-employed,4,Own,Single-family home,Male,Car,65708,16427,50–59,16+ yrs,Yes
57,Bachelor's,Others,4,Urban,34,Divorced,Full-time,1,Own,Single-family home,Female,Biking,65766,65766,50–59,16+ yrs,Yes
56,Bachelor's,Education,1,Urban,39,Single,Full-time,6,Rent,Single-family home,Female,Public transit,2323652,387275.3333,50–59,16+ yrs,No
35,High School,Healthcare,5,Suburban,11,Single,Full-time,2,Rent,Single-family home,Male,Public transit,65822,32911,30–39,11–15 yrs,Yes
57,Master's,Healthcare,3,Suburban,29,Married,Part-time,2,Rent,Apartment,Male,Car,58154,29077,50–59,16+ yrs,Yes
18,Bachelor's,Education,5,Urban,45,Divorced,Full-time,7,Rent,Apartment,Male,Public transit,71792,10256,18–29,16+ yrs,Yes
28,High School,Education,0,Suburban,4,Married,Full-time,5,Own,Apartment,Female,Biking,39006,7801.2,18–29,0–5 yrs,No
45,Bachelor's,Others,1,Urban,1,Single,Part-time,3,Rent,Single-family home,Female,Public transit,50966,16988.66667,40–49,0–5 yrs,No
42,Bachelor's,Healthcare,5,Suburban,41,Married,Full-time,5,Rent,Townhouse,Female,Biking,74538,14907.6,40–49,16+ yrs,Yes
67,Bachelor's,Education,1,Urban,29,Single,Full-time,3,Own,Apartment,Female,Walking,70206,23402,60–70,16+ yrs,No
40,Master's,Healthcare,4,Rural,34,Married,Full-time,6,Own,Apartment,Female,Public transit,2961188,493531.3333,40–49,16+ yrs,Yes
48,Bachelor's,Finance,2,Urban,9,Single,Full-time,6,Own,Apartment,Female,Car,66452,11075.33333,40–49,6–10 yrs,No
47,Master's,Others,3,Urban,8,Married,Full-time,3,Own,Apartment,Female,Public transit,1677649,559216.3333,40–49,6–10 yrs,No
59,High School,Healthcare,1,Urban,16,Divorced,Full-time,6,Own,Single-family home,Female,Public transit,69790,11631.66667,50–59,16+ yrs,No
52,High School,Education,4,Suburban,37,Married,Self-employed,3,Own,Apartment,Female,Biking,9465391,3155130.333,50–59,16+ yrs,Yes
24,High School,Healthcare,0,Suburban,29,Single,Full-time,3,Own,Townhouse,Female,Public transit,65184,21728,18–29,16+ yrs,Yes
33,Bachelor's,Technology,1,Urban,40,Married,Full-time,5,Own,Townhouse,Male,Public transit,2657512,531502.4,30–39,16+ yrs,Yes
43,Bachelor's,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Female,Walking,68914,34457,40–49,16+ yrs,Yes
65,Master's,Technology,3,Urban,6,Married,Full-time,2,Own,Apartment,Male,Public transit,72136,36068,60–70,6–10 yrs,Yes
69,Master's,Finance,4,Urban,11,Married,Full-time,6,Own,Apartment,Male,Public transit,71444,11907.33333,60–70,11–15 yrs,No
66,Bachelor's,Technology,0,Urban,49,Married,Self-employed,7,Own,Apartment,Male,Public transit,242185,34597.85714,60–70,16+ yrs,No
19,Doctorate,Healthcare,2,Urban,41,Divorced,Full-time,5,Own,Single-family home,Female,Public transit,73748,14749.6,18–29,16+ yrs,Yes
18,High School,Education,5,Urban,33,Single,Part-time,6,Rent,Townhouse,Male,Car,31530,5255,18–29,16+ yrs,Yes
65,Master's,Technology,0,Urban,48,Divorced,Self-employed,4,Own,Single-family home,Female,Biking,68060,17015,60–70,16+ yrs,No
29,Bachelor's,Technology,0,Rural,2,Single,Full-time,7,Own,Single-family home,Female,Car,321241,45891.57143,18–29,0–5 yrs,No
22,Bachelor's,Healthcare,4,Urban,32,Married,Part-time,6,Rent,Townhouse,Female,Car,709613,118268.8333,18–29,16+ yrs,Yes
54,Master's,Finance,4,Urban,39,Single,Part-time,1,Own,Apartment,Female,Car,73098,73098,50–59,16+ yrs,Yes
49,Bachelor's,Technology,1,Urban,12,Single,Full-time,3,Rent,Apartment,Male,Biking,168629,56209.66667,40–49,11–15 yrs,No
26,High School,Healthcare,5,Urban,10,Married,Full-time,7,Own,Apartment,Female,Car,424392,60627.42857,18–29,6–10 yrs,No
58,Bachelor's,Healthcare,0,Urban,39,Single,Full-time,7,Rent,Single-family home,Female,Car,74676,10668,50–59,16+ yrs,No
52,Bachelor's,Others,0,Urban,19,Single,Full-time,7,Own,Apartment,Male,Public transit,69756,9965.142857,50–59,16+ yrs,No
36,Master's,Healthcare,4,Urban,30,Single,Part-time,5,Own,Townhouse,Male,Public transit,67236,13447.2,30–39,16+ yrs,Yes
65,Bachelor's,Others,2,Urban,32,Married,Part-time,3,Own,Townhouse,Female,Walking,68754,22918,60–70,16+ yrs,No
33,Master's,Education,4,Urban,33,Single,Part-time,3,Rent,Townhouse,Female,Biking,410511,136837,30–39,16+ yrs,Yes
20,Bachelor's,Education,2,Urban,49,Married,Full-time,3,Rent,Single-family home,Male,Public transit,1576578,525526,18–29,16+ yrs,Yes
37,Bachelor's,Finance,5,Urban,49,Married,Self-employed,5,Rent,Single-family home,Female,Car,70778,14155.6,30–39,16+ yrs,Yes
41,Master's,Healthcare,4,Urban,8,Married,Full-time,2,Own,Townhouse,Female,Public transit,65736,32868,40–49,6–10 yrs,Yes
50,Bachelor's,Education,5,Urban,6,Single,Full-time,4,Rent,Apartment,Male,Walking,243355,60838.75,50–59,6–10 yrs,Yes
41,Doctorate,Education,3,Urban,8,Married,Part-time,4,Own,Single-family home,Male,Public transit,71478,17869.5,40–49,6–10 yrs,No
69,Bachelor's,Others,0,Urban,41,Married,Self-employed,6,Own,Single-family home,Female,Biking,66494,11082.33333,60–70,16+ yrs,No
28,Bachelor's,Technology,5,Suburban,25,Married,Full-time,5,Own,Apartment,Male,Public transit,67960,13592,18–29,16+ yrs,Yes
66,High School,Education,2,Rural,1,Married,Part-time,1,Rent,Townhouse,Male,Car,72844,72844,60–70,0–5 yrs,Yes
25,Bachelor's,Healthcare,3,Urban,4,Single,Full-time,4,Own,Single-family home,Male,Walking,4147945,1036986.25,18–29,0–5 yrs,No
53,High School,Technology,2,Urban,48,Married,Full-time,4,Own,Townhouse,Female,Public transit,155898,38974.5,50–59,16+ yrs,Yes
55,Master's,Healthcare,1,Urban,1,Single,Full-time,3,Own,Apartment,Male,Car,1067448,355816,50–59,0–5 yrs,No
57,High School,Healthcare,1,Urban,9,Single,Full-time,5,Own,Townhouse,Male,Car,67326,13465.2,50–59,6–10 yrs,No
37,High School,Healthcare,0,Urban,30,Single,Full-time,6,Own,Apartment,Male,Car,68582,11430.33333,30–39,16+ yrs,Yes
52,High School,Technology,3,Urban,32,Married,Part-time,6,Own,Single-family home,Female,Public transit,73552,12258.66667,50–59,16+ yrs,No
65,High School,Education,3,Suburban,43,Married,Full-time,2,Own,Single-family home,Female,Biking,71192,35596,60–70,16+ yrs,Yes
42,Bachelor's,Technology,1,Urban,46,Divorced,Part-time,5,Rent,Apartment,Female,Car,950366,190073.2,40–49,16+ yrs,Yes
52,Master's,Technology,0,Rural,5,Divorced,Part-time,5,Rent,Single-family home,Male,Biking,113193,22638.6,50–59,0–5 yrs,No
42,Master's,Others,5,Urban,13,Divorced,Full-time,4,Own,Apartment,Male,Car,2368468,592117,40–49,11–15 yrs,Yes
46,Master's,Finance,1,Urban,13,Single,Part-time,7,Rent,Apartment,Female,Car,652296,93185.14286,40–49,11–15 yrs,No
35,Master's,Education,3,Urban,14,Married,Part-time,7,Rent,Single-family home,Female,Car,74836,10690.85714,30–39,11–15 yrs,No
63,High School,Finance,2,Urban,32,Married,Full-time,7,Own,Single-family home,Female,Public transit,69946,9992.285714,60–70,16+ yrs,No
35,Master's,Others,3,Rural,30,Married,Full-time,3,Own,Single-family home,Male,Biking,4625741,1541913.667,30–39,16+ yrs,Yes
19,High School,Technology,0,Urban,16,Single,Self-employed,7,Rent,Single-family home,Male,Biking,69554,9936.285714,18–29,16+ yrs,Yes
52,Bachelor's,Education,3,Urban,42,Single,Self-employed,5,Own,Apartment,Female,Biking,66282,13256.4,50–59,16+ yrs,Yes
33,Bachelor's,Healthcare,4,Urban,14,Married,Full-time,2,Own,Apartment,Male,Biking,8736449,4368224.5,30–39,11–15 yrs,Yes
58,High School,Others,3,Urban,19,Divorced,Self-employed,3,Rent,Townhouse,Female,Car,663751,221250.3333,50–59,16+ yrs,No
53,Master's,Healthcare,4,Urban,47,Married,Part-time,3,Rent,Townhouse,Male,Public transit,8032384,2677461.333,50–59,16+ yrs,Yes
50,Bachelor's,Healthcare,1,Urban,20,Single,Full-time,2,Own,Townhouse,Female,Biking,75064,37532,50–59,16+ yrs,No
21,Master's,Technology,5,Urban,28,Divorced,Self-employed,2,Rent,Apartment,Female,Walking,7474870,3737435,18–29,16+ yrs,Yes
50,Bachelor's,Finance,4,Rural,8,Single,Self-employed,6,Own,Apartment,Female,Public transit,2302264,383710.6667,50–59,6–10 yrs,No
31,High School,Education,3,Urban,28,Divorced,Full-time,2,Own,Townhouse,Female,Biking,65910,32955,30–39,16+ yrs,Yes
38,Master's,Finance,5,Urban,43,Married,Full-time,5,Own,Single-family home,Male,Public transit,291614,58322.8,30–39,16+ yrs,Yes
65,High School,Finance,5,Urban,33,Married,Self-employed,6,Own,Townhouse,Female,Biking,1257727,209621.1667,60–70,16+ yrs,No
37,Bachelor's,Technology,3,Suburban,46,Married,Full-time,3,Rent,Single-family home,Male,Public transit,65544,21848,30–39,16+ yrs,Yes
25,High School,Technology,3,Urban,8,Married,Full-time,6,Rent,Townhouse,Male,Car,302344,50390.66667,18–29,6–10 yrs,No
24,Bachelor's,Technology,0,Rural,47,Married,Self-employed,3,Own,Apartment,Female,Car,66970,22323.33333,18–29,16+ yrs,Yes
20,Bachelor's,Others,1,Urban,29,Single,Full-time,1,Rent,Townhouse,Female,Biking,74584,74584,18–29,16+ yrs,Yes
34,Bachelor's,Finance,4,Urban,16,Married,Part-time,7,Own,Townhouse,Male,Car,71076,10153.71429,30–39,16+ yrs,No
50,Doctorate,Others,2,Urban,3,Single,Full-time,1,Own,Apartment,Female,Walking,74302,74302,50–59,0–5 yrs,Yes
65,Master's,Healthcare,4,Rural,39,Married,Full-time,7,Rent,Single-family home,Male,Public transit,3179478,454211.1429,60–70,16+ yrs,No
29,Master's,Education,3,Urban,31,Married,Full-time,1,Own,Apartment,Female,Public transit,69444,69444,18–29,16+ yrs,Yes
68,Master's,Healthcare,2,Urban,31,Single,Full-time,6,Own,Apartment,Female,Car,75402,12567,60–70,16+ yrs,No
39,High School,Technology,2,Urban,6,Married,Full-time,5,Own,Apartment,Male,Car,3757718,751543.6,30–39,6–10 yrs,No
39,Bachelor's,Others,4,Urban,37,Married,Part-time,6,Own,Apartment,Female,Biking,2771585,461930.8333,30–39,16+ yrs,Yes
63,High School,Education,4,Urban,31,Married,Part-time,5,Own,Single-family home,Male,Public transit,4575920,915184,60–70,16+ yrs,No
